timestamp,message,seq_num,resource,event
1372.057625503,economy,47,gate,pipe.in
1387.018713825,economy,48,gate,pipe.in
1389.620006400,economy,49,gate,pipe.in
1389.946273948,economy,50,gate,pipe.in
1393.736254384,economy,51,gate,pipe.in
1396.852462715,economy,52,gate,pipe.in
1399.222134853,economy,53,gate,pipe.in
1409.618373385,business,3,gate,pipe.in
1427.853347906,economy,54,gate,pipe.in
1431.632010948,economy,55,gate,pipe.in
1442.286842594,economy,56,gate,pipe.in
1447.322560908,economy,57,gate,pipe.in
1466.608495340,first,1,gate,pipe.in
1471.920517539,economy,58,gate,pipe.in
1474.997735082,economy,59,gate,pipe.in
1477.829690040,economy,60,gate,pipe.in
1486.070637961,economy,61,gate,pipe.in
1489.118806453,economy,62,gate,pipe.in
1497.903602875,economy,63,gate,pipe.in
1520.714078238,economy,64,gate,pipe.in
1525.812347882,economy,65,gate,pipe.in
1528.288257049,economy,66,gate,pipe.in
1535.044944176,business,4,gate,pipe.in
1577.787960613,business,5,gate,pipe.in
1583.506592604,business,6,gate,pipe.in
1586.402342461,business,7,gate,pipe.in
1588.354471375,economy,67,gate,pipe.in
1593.370721964,business,8,gate,pipe.in
1598.228205347,economy,68,gate,pipe.in
1603.712787424,economy,69,gate,pipe.in
1604.369140848,economy,70,gate,pipe.in
1609.175650547,economy,71,gate,pipe.in
1664.698409753,economy,72,gate,pipe.in
1672.229809607,economy,73,gate,pipe.in
1687.606651856,business,9,gate,pipe.in
1707.661467448,economy,74,gate,pipe.in
1707.776941825,economy,75,gate,pipe.in
1720.532411132,economy,76,gate,pipe.in
1731.980346347,economy,77,gate,pipe.in
1739.679987805,economy,78,gate,pipe.in
1742.783699003,economy,79,gate,pipe.in
1753.026963858,economy,80,gate,pipe.in
1754.209757399,economy,81,gate,pipe.in
1759.914898885,economy,82,gate,pipe.in
1765.961202873,economy,83,gate,pipe.in
1796.712405792,economy,84,gate,pipe.in
1805.908515321,business,10,gate,pipe.in
1812.404983428,business,0,gate,resource.serve
1812.404983428,first,0,gate,pipe.out
1815.079377637,business,11,gate,pipe.in
1817.575290306,economy,85,gate,pipe.in
1819.348184371,first,0,gate,resource.serve
1819.348184371,first,1,gate,pipe.out
1820.983624853,business,12,gate,pipe.in
1831.617295308,business,13,gate,pipe.in
1839.790362416,first,1,gate,resource.serve
1839.790362416,business,1,gate,pipe.out
1841.951076056,economy,86,gate,pipe.in
1843.609724424,economy,87,gate,pipe.in
1849.180077779,business,1,gate,resource.serve
1849.180077779,business,2,gate,pipe.out
1856.931875433,business,2,gate,resource.serve
1856.931875433,business,3,gate,pipe.out
1857.986055729,economy,88,gate,pipe.in
1862.179418118,business,14,gate,pipe.in
1862.196579910,business,15,gate,pipe.in
1865.543809345,economy,89,gate,pipe.in
1865.740498479,economy,90,gate,pipe.in
1872.010914055,business,3,gate,resource.serve
1872.010914055,business,4,gate,pipe.out
1873.950372405,business,16,gate,pipe.in
1892.205151769,economy,91,gate,pipe.in
1893.107602460,business,4,gate,resource.serve
1893.107602460,business,5,gate,pipe.out
1893.704308125,business,5,gate,resource.serve
1893.704308125,business,6,gate,pipe.out
1895.879826157,economy,92,gate,pipe.in
1914.742437319,business,6,gate,resource.serve
1914.742437319,business,7,gate,pipe.out
1915.637893560,business,7,gate,resource.serve
1915.637893560,business,8,gate,pipe.out
1922.293028158,business,8,gate,resource.serve
1922.293028158,business,9,gate,pipe.out
1923.010271126,business,9,gate,resource.serve
1923.010271126,business,10,gate,pipe.out
1925.244925735,economy,93,gate,pipe.in
1927.404443868,business,17,gate,pipe.in
1931.526890360,business,18,gate,pipe.in
1937.306556430,business,10,gate,resource.serve
1937.306556430,business,11,gate,pipe.out
1939.762194202,economy,94,gate,pipe.in
1942.841812491,economy,95,gate,pipe.in
1945.287269756,business,11,gate,resource.serve
1945.287269756,business,12,gate,pipe.out
1950.788790811,business,12,gate,resource.serve
1950.788790811,business,13,gate,pipe.out
1950.873741084,business,19,gate,pipe.in
1953.168802185,business,13,gate,resource.serve
1953.168802185,business,14,gate,pipe.out
1963.432951334,economy,96,gate,pipe.in
1965.678785501,economy,97,gate,pipe.in
1966.259582714,business,14,gate,resource.serve
1966.259582714,business,15,gate,pipe.out
1969.414327088,economy,98,gate,pipe.in
1974.123732604,business,20,gate,pipe.in
1979.909064873,economy,99,gate,pipe.in
1987.198380413,economy,100,gate,pipe.in
1988.488131961,economy,101,gate,pipe.in
1991.033149891,economy,102,gate,pipe.in
1991.416678510,business,21,gate,pipe.in
1995.159339684,economy,103,gate,pipe.in
1997.774477470,economy,104,gate,pipe.in
2000.261878432,economy,105,gate,pipe.in
2000.998269410,economy,106,gate,pipe.in
2010.970646319,economy,107,gate,pipe.in
2013.570560328,economy,108,gate,pipe.in
2018.041124325,business,22,gate,pipe.in
2019.264473246,first,2,gate,pipe.in
2019.546022070,business,15,gate,resource.serve
2019.546022070,first,2,gate,pipe.out
2021.469263235,first,3,gate,pipe.in
2022.264170122,first,2,gate,resource.serve
2022.264170122,first,3,gate,pipe.out
2024.675168258,first,3,gate,resource.serve
2024.675168258,business,16,gate,pipe.out
2026.094397274,business,16,gate,resource.serve
2026.094397274,business,17,gate,pipe.out
2037.153654120,economy,109,gate,pipe.in
2045.617642278,economy,110,gate,pipe.in
2052.016949145,economy,111,gate,pipe.in
2053.507505911,business,17,gate,resource.serve
2053.507505911,business,18,gate,pipe.out
2054.636356359,first,4,gate,pipe.in
2060.973173155,first,5,gate,pipe.in
2064.031856479,first,6,gate,pipe.in
2067.370436106,economy,112,gate,pipe.in
2069.983941205,business,18,gate,resource.serve
2069.983941205,first,4,gate,pipe.out
2072.879599391,economy,113,gate,pipe.in
2076.276742579,first,4,gate,resource.serve
2076.276742579,first,5,gate,pipe.out
2076.946483057,business,23,gate,pipe.in
2080.950800491,first,7,gate,pipe.in
2085.938763236,economy,114,gate,pipe.in
2086.974804617,economy,115,gate,pipe.in
2087.465848114,first,5,gate,resource.serve
2087.465848114,first,6,gate,pipe.out
2091.610441547,first,6,gate,resource.serve
2091.610441547,first,7,gate,pipe.out
2092.126844601,economy,116,gate,pipe.in
2094.985765807,economy,117,gate,pipe.in
2097.095555569,economy,118,gate,pipe.in
2103.048749075,economy,119,gate,pipe.in
2108.528515634,economy,120,gate,pipe.in
2111.391756345,first,7,gate,resource.serve
2111.391756345,business,19,gate,pipe.out
2111.793370367,economy,121,gate,pipe.in
2114.265996707,business,19,gate,resource.serve
2114.265996707,business,20,gate,pipe.out
2120.120244681,business,20,gate,resource.serve
2120.120244681,business,21,gate,pipe.out
2137.467421977,economy,122,gate,pipe.in
2139.878205183,business,21,gate,resource.serve
2139.878205183,business,22,gate,pipe.out
2140.397332987,business,22,gate,resource.serve
2140.397332987,business,23,gate,pipe.out
2145.459730719,economy,123,gate,pipe.in
2163.540301390,economy,124,gate,pipe.in
2198.276774880,economy,125,gate,pipe.in
2205.317178905,first,8,gate,pipe.in
2212.794268859,business,23,gate,resource.serve
2212.794268859,first,8,gate,pipe.out
2214.613218665,first,8,gate,resource.serve
2214.613218665,economy,0,gate,pipe.out
2221.261559241,economy,0,gate,resource.serve
2221.261559241,economy,1,gate,pipe.out
2223.666329600,economy,1,gate,resource.serve
2223.666329600,economy,2,gate,pipe.out
2224.363392414,economy,126,gate,pipe.in
2224.967639957,economy,127,gate,pipe.in
2228.791939095,economy,2,gate,resource.serve
2228.791939095,economy,3,gate,pipe.out
2229.731449070,economy,128,gate,pipe.in
2232.813059945,economy,129,gate,pipe.in
2248.141097801,economy,130,gate,pipe.in
2254.210946175,economy,131,gate,pipe.in
2259.710206040,economy,132,gate,pipe.in
2261.971052875,first,9,gate,pipe.in
2270.997034934,economy,3,gate,resource.serve
2270.997034934,first,9,gate,pipe.out
2279.111125519,first,9,gate,resource.serve
2279.111125519,economy,4,gate,pipe.out
2291.249901830,economy,133,gate,pipe.in
2291.784095938,economy,4,gate,resource.serve
2291.784095938,economy,5,gate,pipe.out
2292.931684201,economy,134,gate,pipe.in
2295.303924563,economy,5,gate,resource.serve
2295.303924563,economy,6,gate,pipe.out
2303.959432376,economy,6,gate,resource.serve
2303.959432376,economy,7,gate,pipe.out
2311.772556272,economy,7,gate,resource.serve
2311.772556272,economy,8,gate,pipe.out
2325.554848407,economy,8,gate,resource.serve
2325.554848407,economy,9,gate,pipe.out
2326.143491153,economy,9,gate,resource.serve
2326.143491153,economy,10,gate,pipe.out
2327.576048466,economy,135,gate,pipe.in
2334.564691044,economy,136,gate,pipe.in
2334.918461349,economy,10,gate,resource.serve
2334.918461349,economy,11,gate,pipe.out
2336.631479067,economy,11,gate,resource.serve
2336.631479067,economy,12,gate,pipe.out
2353.718881135,economy,137,gate,pipe.in
2354.553908876,economy,138,gate,pipe.in
2356.609707881,economy,139,gate,pipe.in
2365.649256863,economy,140,gate,pipe.in
2369.016884019,economy,12,gate,resource.serve
2369.016884019,economy,13,gate,pipe.out
2371.698344120,economy,13,gate,resource.serve
2371.698344120,economy,14,gate,pipe.out
2372.975389440,economy,14,gate,resource.serve
2372.975389440,economy,15,gate,pipe.out
2376.895100080,economy,141,gate,pipe.in
2379.721585669,economy,142,gate,pipe.in
2388.748402078,economy,143,gate,pipe.in
2395.074292209,economy,15,gate,resource.serve
2395.074292209,economy,16,gate,pipe.out
2398.407979528,economy,144,gate,pipe.in
2400.508209356,economy,16,gate,resource.serve
2400.508209356,economy,17,gate,pipe.out
2407.170805155,economy,145,gate,pipe.in
2407.906043045,economy,17,gate,resource.serve
2407.906043045,economy,18,gate,pipe.out
2410.190860780,economy,18,gate,resource.serve
2410.190860780,economy,19,gate,pipe.out
2422.785427019,economy,19,gate,resource.serve
2422.785427019,economy,20,gate,pipe.out
2423.570363240,first,10,gate,pipe.in
2425.512520309,economy,20,gate,resource.serve
2425.512520309,first,10,gate,pipe.out
2434.459395934,economy,146,gate,pipe.in
2436.650497050,first,10,gate,resource.serve
2436.650497050,economy,21,gate,pipe.out
2438.026103656,economy,147,gate,pipe.in
2438.685160808,first,11,gate,pipe.in
2440.451061588,economy,21,gate,resource.serve
2440.451061588,first,11,gate,pipe.out
2441.204151290,first,11,gate,resource.serve
2441.204151290,economy,22,gate,pipe.out
2447.334313399,economy,22,gate,resource.serve
2447.334313399,economy,23,gate,pipe.out
2451.963906461,economy,148,gate,pipe.in
2507.422589801,economy,149,gate,pipe.in
2508.183419856,economy,150,gate,pipe.in
2510.580651120,economy,151,gate,pipe.in
2512.058008675,economy,23,gate,resource.serve
2512.058008675,economy,24,gate,pipe.out
2513.662226020,economy,152,gate,pipe.in
2534.937136412,economy,153,gate,pipe.in
2539.127423533,economy,24,gate,resource.serve
2539.127423533,economy,25,gate,pipe.out
2543.740274417,economy,25,gate,resource.serve
2543.740274417,economy,26,gate,pipe.out
2545.457020775,economy,26,gate,resource.serve
2545.457020775,economy,27,gate,pipe.out
2556.079142813,economy,154,gate,pipe.in
2563.399343294,economy,27,gate,resource.serve
2563.399343294,economy,28,gate,pipe.out
2568.237570056,economy,155,gate,pipe.in
2572.858541127,economy,28,gate,resource.serve
2572.858541127,economy,29,gate,pipe.out
2583.471021731,economy,29,gate,resource.serve
2583.471021731,economy,30,gate,pipe.out
2583.549560412,economy,30,gate,resource.serve
2583.549560412,economy,31,gate,pipe.out
2600.537943737,economy,31,gate,resource.serve
2600.537943737,economy,32,gate,pipe.out
2604.095822144,economy,32,gate,resource.serve
2604.095822144,economy,33,gate,pipe.out
2611.846535518,economy,156,gate,pipe.in
2614.984086856,economy,33,gate,resource.serve
2614.984086856,economy,34,gate,pipe.out
2616.426152724,economy,34,gate,resource.serve
2616.426152724,economy,35,gate,pipe.out
2617.652673970,economy,35,gate,resource.serve
2617.652673970,economy,36,gate,pipe.out
2618.784763845,economy,36,gate,resource.serve
2618.784763845,economy,37,gate,pipe.out
2626.841735093,economy,37,gate,resource.serve
2626.841735093,economy,38,gate,pipe.out
2630.021061681,economy,38,gate,resource.serve
2630.021061681,economy,39,gate,pipe.out
2639.305449573,economy,39,gate,resource.serve
2639.305449573,economy,40,gate,pipe.out
2639.803881478,economy,157,gate,pipe.in
2642.080384798,economy,158,gate,pipe.in
2651.950188872,economy,40,gate,resource.serve
2651.950188872,economy,41,gate,pipe.out
2652.138107978,economy,159,gate,pipe.in
2655.015221749,economy,41,gate,resource.serve
2655.015221749,economy,42,gate,pipe.out
2661.719921425,economy,42,gate,resource.serve
2661.719921425,economy,43,gate,pipe.out
2685.294188290,economy,43,gate,resource.serve
2685.294188290,economy,44,gate,pipe.out
2704.008951954,economy,44,gate,resource.serve
2704.008951954,economy,45,gate,pipe.out
2704.977348588,economy,45,gate,resource.serve
2704.977348588,economy,46,gate,pipe.out
2710.486462422,economy,46,gate,resource.serve
2710.486462422,economy,47,gate,pipe.out
2713.725501063,economy,47,gate,resource.serve
2713.725501063,economy,48,gate,pipe.out
2713.761020962,economy,48,gate,resource.serve
2713.761020962,economy,49,gate,pipe.out
2728.506561318,economy,49,gate,resource.serve
2728.506561318,economy,50,gate,pipe.out
2738.643209594,economy,50,gate,resource.serve
2738.643209594,economy,51,gate,pipe.out
2741.680717956,economy,51,gate,resource.serve
2741.680717956,economy,52,gate,pipe.out
2755.198909486,economy,52,gate,resource.serve
2755.198909486,economy,53,gate,pipe.out
2763.221399038,economy,53,gate,resource.serve
2763.221399038,economy,54,gate,pipe.out
2768.802089967,economy,54,gate,resource.serve
2768.802089967,economy,55,gate,pipe.out
2768.899257514,economy,55,gate,resource.serve
2768.899257514,economy,56,gate,pipe.out
2769.681509602,economy,56,gate,resource.serve
2769.681509602,economy,57,gate,pipe.out
2791.146420625,economy,57,gate,resource.serve
2791.146420625,economy,58,gate,pipe.out
2814.573053804,economy,58,gate,resource.serve
2814.573053804,economy,59,gate,pipe.out
2822.460614216,economy,59,gate,resource.serve
2822.460614216,economy,60,gate,pipe.out
2840.454198090,economy,60,gate,resource.serve
2840.454198090,economy,61,gate,pipe.out
2849.189134577,economy,61,gate,resource.serve
2849.189134577,economy,62,gate,pipe.out
2850.791922928,economy,62,gate,resource.serve
2850.791922928,economy,63,gate,pipe.out
2852.155224776,economy,63,gate,resource.serve
2852.155224776,economy,64,gate,pipe.out
2855.840652087,economy,64,gate,resource.serve
2855.840652087,economy,65,gate,pipe.out
2878.765167079,economy,65,gate,resource.serve
2878.765167079,economy,66,gate,pipe.out
2894.667517066,economy,66,gate,resource.serve
2894.667517066,economy,67,gate,pipe.out
2914.378956405,economy,67,gate,resource.serve
2914.378956405,economy,68,gate,pipe.out
2937.297845079,economy,68,gate,resource.serve
2937.297845079,economy,69,gate,pipe.out
2939.656037301,economy,69,gate,resource.serve
2939.656037301,economy,70,gate,pipe.out
2942.526589846,economy,70,gate,resource.serve
2942.526589846,economy,71,gate,pipe.out
2943.611283519,economy,71,gate,resource.serve
2943.611283519,economy,72,gate,pipe.out
2958.757845963,economy,72,gate,resource.serve
2958.757845963,economy,73,gate,pipe.out
2980.311115783,economy,73,gate,resource.serve
2980.311115783,economy,74,gate,pipe.out
2985.526230762,economy,74,gate,resource.serve
2985.526230762,economy,75,gate,pipe.out
2995.219494357,economy,75,gate,resource.serve
2995.219494357,economy,76,gate,pipe.out
2996.898396333,economy,76,gate,resource.serve
2996.898396333,economy,77,gate,pipe.out
3023.474013374,economy,77,gate,resource.serve
3023.474013374,economy,78,gate,pipe.out
3043.469653263,economy,78,gate,resource.serve
3043.469653263,economy,79,gate,pipe.out
3080.852885413,economy,79,gate,resource.serve
3080.852885413,economy,80,gate,pipe.out
3097.500897030,economy,80,gate,resource.serve
3097.500897030,economy,81,gate,pipe.out
3118.822251377,economy,81,gate,resource.serve
3118.822251377,economy,82,gate,pipe.out
3119.073238537,economy,82,gate,resource.serve
3119.073238537,economy,83,gate,pipe.out
3132.412704692,economy,83,gate,resource.serve
3132.412704692,economy,84,gate,pipe.out
3136.450152598,economy,84,gate,resource.serve
3136.450152598,economy,85,gate,pipe.out
3163.159992697,economy,85,gate,resource.serve
3163.159992697,economy,86,gate,pipe.out
3179.366757941,economy,86,gate,resource.serve
3179.366757941,economy,87,gate,pipe.out
3199.322470951,economy,87,gate,resource.serve
3199.322470951,economy,88,gate,pipe.out
3215.969298705,economy,88,gate,resource.serve
3215.969298705,economy,89,gate,pipe.out
3219.072744208,economy,89,gate,resource.serve
3219.072744208,economy,90,gate,pipe.out
3234.554973405,economy,90,gate,resource.serve
3234.554973405,economy,91,gate,pipe.out
3235.698936971,economy,91,gate,resource.serve
3235.698936971,economy,92,gate,pipe.out
3256.269225533,economy,92,gate,resource.serve
3256.269225533,economy,93,gate,pipe.out
3275.830373525,economy,93,gate,resource.serve
3275.830373525,economy,94,gate,pipe.out
3278.346237403,economy,94,gate,resource.serve
3278.346237403,economy,95,gate,pipe.out
3295.306364283,economy,95,gate,resource.serve
3295.306364283,economy,96,gate,pipe.out
3301.473842711,economy,96,gate,resource.serve
3301.473842711,economy,97,gate,pipe.out
3305.115023715,economy,97,gate,resource.serve
3305.115023715,economy,98,gate,pipe.out
3320.979344549,economy,98,gate,resource.serve
3320.979344549,economy,99,gate,pipe.out
3323.561813411,economy,99,gate,resource.serve
3323.561813411,economy,100,gate,pipe.out
3323.801302758,economy,100,gate,resource.serve
3323.801302758,economy,101,gate,pipe.out
3325.947227276,economy,101,gate,resource.serve
3325.947227276,economy,102,gate,pipe.out
3329.926095504,economy,102,gate,resource.serve
3329.926095504,economy,103,gate,pipe.out
3349.903084789,economy,103,gate,resource.serve
3349.903084789,economy,104,gate,pipe.out
3383.982013469,economy,104,gate,resource.serve
3383.982013469,economy,105,gate,pipe.out
3387.254908638,economy,105,gate,resource.serve
3387.254908638,economy,106,gate,pipe.out
3397.512665457,economy,106,gate,resource.serve
3397.512665457,economy,107,gate,pipe.out
3402.615562870,economy,107,gate,resource.serve
3402.615562870,economy,108,gate,pipe.out
3442.327820580,economy,108,gate,resource.serve
3442.327820580,economy,109,gate,pipe.out
3450.011178336,economy,109,gate,resource.serve
3450.011178336,economy,110,gate,pipe.out
3478.018943708,economy,110,gate,resource.serve
3478.018943708,economy,111,gate,pipe.out
3479.244482397,economy,111,gate,resource.serve
3479.244482397,economy,112,gate,pipe.out
3514.444498002,economy,112,gate,resource.serve
3514.444498002,economy,113,gate,pipe.out
3516.411556967,economy,113,gate,resource.serve
3516.411556967,economy,114,gate,pipe.out
3549.254855487,economy,114,gate,resource.serve
3549.254855487,economy,115,gate,pipe.out
3552.340050366,economy,115,gate,resource.serve
3552.340050366,economy,116,gate,pipe.out
3553.487455710,economy,116,gate,resource.serve
3553.487455710,economy,117,gate,pipe.out
3559.189033080,economy,117,gate,resource.serve
3559.189033080,economy,118,gate,pipe.out
3572.228624307,economy,118,gate,resource.serve
3572.228624307,economy,119,gate,pipe.out
3575.992698051,economy,119,gate,resource.serve
3575.992698051,economy,120,gate,pipe.out
3585.312043998,economy,120,gate,resource.serve
3585.312043998,economy,121,gate,pipe.out
3592.474627165,economy,121,gate,resource.serve
3592.474627165,economy,122,gate,pipe.out
3597.339135560,economy,122,gate,resource.serve
3597.339135560,economy,123,gate,pipe.out
3605.933232374,economy,123,gate,resource.serve
3605.933232374,economy,124,gate,pipe.out
3608.873218924,economy,124,gate,resource.serve
3608.873218924,economy,125,gate,pipe.out
3621.210163200,economy,125,gate,resource.serve
3621.210163200,economy,126,gate,pipe.out
3621.227090301,economy,126,gate,resource.serve
3621.227090301,economy,127,gate,pipe.out
3647.206746258,economy,127,gate,resource.serve
3647.206746258,economy,128,gate,pipe.out
3654.938438413,economy,128,gate,resource.serve
3654.938438413,economy,129,gate,pipe.out
3667.647758691,economy,129,gate,resource.serve
3667.647758691,economy,130,gate,pipe.out
3681.193780851,economy,130,gate,resource.serve
3681.193780851,economy,131,gate,pipe.out
3692.299470845,economy,131,gate,resource.serve
3692.299470845,economy,132,gate,pipe.out
3696.828520868,economy,132,gate,resource.serve
3696.828520868,economy,133,gate,pipe.out
3697.553946200,economy,133,gate,resource.serve
3697.553946200,economy,134,gate,pipe.out
3708.467463849,economy,134,gate,resource.serve
3708.467463849,economy,135,gate,pipe.out
3712.475225573,economy,135,gate,resource.serve
3712.475225573,economy,136,gate,pipe.out
3716.242772498,economy,136,gate,resource.serve
3716.242772498,economy,137,gate,pipe.out
3735.082525360,economy,137,gate,resource.serve
3735.082525360,economy,138,gate,pipe.out
3747.803409646,economy,138,gate,resource.serve
3747.803409646,economy,139,gate,pipe.out
3751.374763977,economy,139,gate,resource.serve
3751.374763977,economy,140,gate,pipe.out
3755.075038947,economy,140,gate,resource.serve
3755.075038947,economy,141,gate,pipe.out
3760.324164561,economy,141,gate,resource.serve
3760.324164561,economy,142,gate,pipe.out
3765.472507490,economy,142,gate,resource.serve
3765.472507490,economy,143,gate,pipe.out
3768.977380226,economy,143,gate,resource.serve
3768.977380226,economy,144,gate,pipe.out
3770.338874668,economy,144,gate,resource.serve
3770.338874668,economy,145,gate,pipe.out
3775.793844795,economy,145,gate,resource.serve
3775.793844795,economy,146,gate,pipe.out
3803.988748186,economy,146,gate,resource.serve
3803.988748186,economy,147,gate,pipe.out
3815.299626098,economy,147,gate,resource.serve
3815.299626098,economy,148,gate,pipe.out
3838.610042338,economy,148,gate,resource.serve
3838.610042338,economy,149,gate,pipe.out
3848.168545177,economy,149,gate,resource.serve
3848.168545177,economy,150,gate,pipe.out
3851.748873469,economy,150,gate,resource.serve
3851.748873469,economy,151,gate,pipe.out
3859.688215467,economy,151,gate,resource.serve
3859.688215467,economy,152,gate,pipe.out
3859.692275688,economy,152,gate,resource.serve
3859.692275688,economy,153,gate,pipe.out
3863.073804205,economy,153,gate,resource.serve
3863.073804205,economy,154,gate,pipe.out
3868.693031298,economy,154,gate,resource.serve
3868.693031298,economy,155,gate,pipe.out
3877.367674629,economy,155,gate,resource.serve
3877.367674629,economy,156,gate,pipe.out
3888.001254240,economy,156,gate,resource.serve
3888.001254240,economy,157,gate,pipe.out
3894.255918821,economy,157,gate,resource.serve
3894.255918821,economy,158,gate,pipe.out
3900.092746183,economy,158,gate,resource.serve
3900.092746183,economy,159,gate,pipe.out
3902.496932801,economy,159,gate,resource.serve
