timestamp,message,seq_num,resource,event,items
2956.534131679,mom,30,cashier,pipe.out,50
3018.899391741,mom,31,cashier,pipe.in,45
3046.220486290,mom,32,cashier,pipe.in,16
3084.080166937,mom,30,cashier,resource.serve,50
3084.080166937,mom,31,cashier,pipe.out,45
3113.626125282,mom,33,cashier,pipe.in,27
3115.621931164,mom,34,cashier,pipe.in,25
3174.310206816,mom,31,cashier,resource.serve,45
3174.310206816,mom,32,cashier,pipe.out,16
3215.816734770,mom,32,cashier,resource.serve,16
3215.816734770,mom,33,cashier,pipe.out,27
3231.669800033,mom,35,cashier,pipe.in,13
3333.665828154,mom,33,cashier,resource.serve,27
3333.665828154,mom,34,cashier,pipe.out,25
3443.653811732,mom,34,cashier,resource.serve,25
3443.653811732,mom,35,cashier,pipe.out,13
3470.095347275,mom,35,cashier,resource.serve,13
3624.714427551,single,0,cashier,pipe.in,13
3624.714427551,single,0,cashier,pipe.out,13
3625.381811847,mom,36,cashier,pipe.in,22
3710.465613459,single,0,cashier,resource.serve,13
3710.465613459,mom,36,cashier,pipe.out,22
3748.507941095,mom,36,cashier,resource.serve,22
4726.653621788,mom,37,cashier,pipe.in,21
4726.653621788,mom,37,cashier,pipe.out,21
4762.903334828,mom,38,cashier,pipe.in,7
4800.801917304,mom,37,cashier,resource.serve,21
4800.801917304,mom,38,cashier,pipe.out,7
4839.622135344,mom,38,cashier,resource.serve,7
4914.690171668,mom,39,cashier,pipe.in,14
4914.690171668,mom,39,cashier,pipe.out,14
4951.399238012,mom,40,cashier,pipe.in,10
4951.747273721,mom,39,cashier,resource.serve,14
4951.747273721,mom,40,cashier,pipe.out,10
4974.825368308,mom,40,cashier,resource.serve,10
4975.235400012,mom,41,cashier,pipe.in,9
4975.235400012,mom,41,cashier,pipe.out,9
5026.018139866,mom,41,cashier,resource.serve,9
5403.639546918,mom,42,cashier,pipe.in,24
5403.639546918,mom,42,cashier,pipe.out,24
5460.836646269,mom,42,cashier,resource.serve,24
5520.757041358,mom,43,cashier,pipe.in,24
5520.757041358,mom,43,cashier,pipe.out,24
5588.212113514,mom,43,cashier,resource.serve,24
5714.423806321,mom,44,cashier,pipe.in,24
5714.423806321,mom,44,cashier,pipe.out,24
5850.558660535,mom,44,cashier,resource.serve,24
6334.155611550,mom,45,cashier,pipe.in,20
6334.155611550,mom,45,cashier,pipe.out,20
6398.115520887,mom,46,cashier,pipe.in,19
6428.275478037,mom,45,cashier,resource.serve,20
6428.275478037,mom,46,cashier,pipe.out,19
6472.074069124,mom,46,cashier,resource.serve,19
6681.056449853,mom,47,cashier,pipe.in,20
6681.056449853,mom,47,cashier,pipe.out,20
6697.496991554,single,1,cashier,pipe.in,9
6725.978312572,mom,47,cashier,resource.serve,20
6725.978312572,single,1,cashier,pipe.out,9
6772.294425569,single,1,cashier,resource.serve,9
7302.777031359,mom,48,cashier,pipe.in,43
7302.777031359,mom,48,cashier,pipe.out,43
7317.634305137,mom,49,cashier,pipe.in,29
7329.310221598,mom,50,cashier,pipe.in,24
7430.251437643,mom,51,cashier,pipe.in,20
7438.117543205,mom,48,cashier,resource.serve,43
7438.117543205,mom,49,cashier,pipe.out,29
7503.277090954,mom,49,cashier,resource.serve,29
7503.277090954,mom,50,cashier,pipe.out,24
7550.085461078,mom,50,cashier,resource.serve,24
7550.085461078,mom,51,cashier,pipe.out,20
7583.221811223,mom,51,cashier,resource.serve,20
7749.610353076,mom,52,cashier,pipe.in,26
7749.610353076,mom,52,cashier,pipe.out,26
7840.970143277,mom,53,cashier,pipe.in,42
7866.978728331,mom,52,cashier,resource.serve,26
7866.978728331,mom,53,cashier,pipe.out,42
7871.819955813,mom,54,cashier,pipe.in,20
8021.307033541,mom,53,cashier,resource.serve,42
8021.307033541,mom,54,cashier,pipe.out,20
8086.713238957,mom,54,cashier,resource.serve,20
8155.933095292,mom,55,cashier,pipe.in,39
8155.933095292,mom,55,cashier,pipe.out,39
8308.744581518,mom,56,cashier,pipe.in,29
8400.944873280,mom,55,cashier,resource.serve,39
8400.944873280,mom,56,cashier,pipe.out,29
8433.065121924,mom,57,cashier,pipe.in,38
8455.844627545,mom,56,cashier,resource.serve,29
8455.844627545,mom,57,cashier,pipe.out,38
8515.029140747,mom,58,cashier,pipe.in,35
8519.890693484,mom,59,cashier,pipe.in,40
8546.994281535,mom,57,cashier,resource.serve,38
8546.994281535,mom,58,cashier,pipe.out,35
8639.080922386,mom,58,cashier,resource.serve,35
8639.080922386,mom,59,cashier,pipe.out,40
8756.522523552,mom,59,cashier,resource.serve,40
9163.855758010,mom,60,cashier,pipe.in,19
9163.855758010,mom,60,cashier,pipe.out,19
9164.790843007,mom,61,cashier,pipe.in,44
9195.733794567,mom,62,cashier,pipe.in,28
9229.064878175,mom,60,cashier,resource.serve,19
9229.064878175,mom,61,cashier,pipe.out,44
9362.266384547,mom,61,cashier,resource.serve,44
9362.266384547,mom,62,cashier,pipe.out,28
9423.001910450,mom,62,cashier,resource.serve,28
9580.780588692,mom,63,cashier,pipe.in,37
9580.780588692,mom,63,cashier,pipe.out,37
9661.614962737,mom,64,cashier,pipe.in,45
9684.635313470,mom,63,cashier,resource.serve,37
9684.635313470,mom,64,cashier,pipe.out,45
9759.778215239,mom,65,cashier,pipe.in,27
9785.926426820,mom,64,cashier,resource.serve,45
9785.926426820,mom,65,cashier,pipe.out,27
9847.272798995,mom,65,cashier,resource.serve,27
9863.812470714,mom,66,cashier,pipe.in,22
9863.812470714,mom,66,cashier,pipe.out,22
9928.203425134,mom,67,cashier,pipe.in,30
9939.328726127,mom,66,cashier,resource.serve,22
9939.328726127,mom,67,cashier,pipe.out,30
9970.380503908,mom,68,cashier,pipe.in,24
10056.619170012,mom,69,cashier,pipe.in,33
10081.623508021,mom,67,cashier,resource.serve,30
10081.623508021,mom,68,cashier,pipe.out,24
10186.609937203,mom,68,cashier,resource.serve,24
10186.609937203,mom,69,cashier,pipe.out,33
10285.760666089,mom,70,cashier,pipe.in,29
10333.963957210,mom,69,cashier,resource.serve,33
10333.963957210,mom,70,cashier,pipe.out,29
10420.001126747,mom,70,cashier,resource.serve,29
10435.595233794,mom,71,cashier,pipe.in,16
10435.595233794,mom,71,cashier,pipe.out,16
10471.174764090,mom,72,cashier,pipe.in,17
10505.868282321,mom,71,cashier,resource.serve,16
10505.868282321,mom,72,cashier,pipe.out,17
10586.274229677,mom,72,cashier,resource.serve,17
10596.226909721,mom,73,cashier,pipe.in,17
10596.226909721,mom,73,cashier,pipe.out,17
10639.173597500,mom,73,cashier,resource.serve,17
10862.472856427,mom,74,cashier,pipe.in,11
10862.472856427,mom,74,cashier,pipe.out,11
10878.440600501,mom,75,cashier,pipe.in,41
10920.645682552,mom,74,cashier,resource.serve,11
10920.645682552,mom,75,cashier,pipe.out,41
11001.175008454,mom,75,cashier,resource.serve,41
11320.204359971,mom,76,cashier,pipe.in,39
11320.204359971,mom,76,cashier,pipe.out,39
11418.040334834,mom,76,cashier,resource.serve,39
11439.221666502,mom,77,cashier,pipe.in,32
11439.221666502,mom,77,cashier,pipe.out,32
11506.414156254,mom,78,cashier,pipe.in,20
11543.046066255,mom,77,cashier,resource.serve,32
11543.046066255,mom,78,cashier,pipe.out,20
11600.623405791,mom,78,cashier,resource.serve,20
11941.808820029,mom,79,cashier,pipe.in,28
11941.808820029,mom,79,cashier,pipe.out,28
12015.436273202,mom,79,cashier,resource.serve,28
12178.510489210,mom,80,cashier,pipe.in,16
12178.510489210,mom,80,cashier,pipe.out,16
12207.193040343,mom,80,cashier,resource.serve,16
12664.201223595,mom,81,cashier,pipe.in,6
12664.201223595,mom,81,cashier,pipe.out,6
12715.083847551,mom,81,cashier,resource.serve,6
13098.775949674,single,2,cashier,pipe.in,4
13098.775949674,single,2,cashier,pipe.out,4
13119.421508520,single,2,cashier,resource.serve,4
13122.712931748,single,3,cashier,pipe.in,1
13122.712931748,single,3,cashier,pipe.out,1
13131.275269051,single,3,cashier,resource.serve,1
13165.526938783,single,4,cashier,pipe.in,4
13165.526938783,single,4,cashier,pipe.out,4
13168.768410542,single,5,cashier,pipe.in,2
13179.370630698,single,6,cashier,pipe.in,4
13188.518131864,single,7,cashier,pipe.in,1
13233.352116590,single,8,cashier,pipe.in,2
13240.419160405,single,9,cashier,pipe.in,5
13247.922008072,single,4,cashier,resource.serve,4
13247.922008072,single,5,cashier,pipe.out,2
13270.521083522,single,5,cashier,resource.serve,2
13270.521083522,single,6,cashier,pipe.out,4
13275.470920394,single,10,cashier,pipe.in,2
13305.970959407,single,6,cashier,resource.serve,4
13305.970959407,single,7,cashier,pipe.out,1
13324.581436875,single,11,cashier,pipe.in,3
13334.827986552,single,12,cashier,pipe.in,3
13422.236921087,single,7,cashier,resource.serve,1
13422.236921087,single,8,cashier,pipe.out,2
13426.173989088,single,13,cashier,pipe.in,1
13430.545193706,single,14,cashier,pipe.in,4
13469.890130609,single,8,cashier,resource.serve,2
13469.890130609,single,9,cashier,pipe.out,5
13505.858837218,single,15,cashier,pipe.in,2
13525.855461182,single,9,cashier,resource.serve,5
13525.855461182,single,10,cashier,pipe.out,2
13548.857094132,single,16,cashier,pipe.in,3
13555.297188255,single,10,cashier,resource.serve,2
13555.297188255,single,11,cashier,pipe.out,3
13578.507845571,single,17,cashier,pipe.in,4
13600.254007959,single,18,cashier,pipe.in,3
13603.505461711,single,11,cashier,resource.serve,3
13603.505461711,single,12,cashier,pipe.out,3
13617.632172212,mom,82,cashier,pipe.in,10
13635.848174634,single,19,cashier,pipe.in,4
13636.418652953,single,12,cashier,resource.serve,3
13636.418652953,single,13,cashier,pipe.out,1
13666.070809412,single,20,cashier,pipe.in,5
13681.281588370,single,21,cashier,pipe.in,4
13695.743461287,single,13,cashier,resource.serve,1
13695.743461287,single,14,cashier,pipe.out,4
13704.338968154,single,14,cashier,resource.serve,4
13704.338968154,single,15,cashier,pipe.out,2
13733.544561336,single,22,cashier,pipe.in,1
13734.955514825,single,23,cashier,pipe.in,4
13735.447975326,single,24,cashier,pipe.in,2
13752.911499520,single,25,cashier,pipe.in,1
13778.644266192,single,15,cashier,resource.serve,2
13778.644266192,single,16,cashier,pipe.out,3
13859.608792531,single,16,cashier,resource.serve,3
13859.608792531,single,17,cashier,pipe.out,4
13882.266729765,single,17,cashier,resource.serve,4
13882.266729765,single,18,cashier,pipe.out,3
13888.311805612,single,18,cashier,resource.serve,3
13888.311805612,mom,82,cashier,pipe.out,10
13897.160358595,single,26,cashier,pipe.in,2
13916.594487611,single,27,cashier,pipe.in,1
13935.970711662,mom,82,cashier,resource.serve,10
13935.970711662,single,19,cashier,pipe.out,4
13977.829554394,single,19,cashier,resource.serve,4
13977.829554394,single,20,cashier,pipe.out,5
14028.289453620,single,20,cashier,resource.serve,5
14028.289453620,single,21,cashier,pipe.out,4
14040.557714784,single,21,cashier,resource.serve,4
14040.557714784,single,22,cashier,pipe.out,1
14049.669741552,single,28,cashier,pipe.in,2
14060.057355983,single,22,cashier,resource.serve,1
14060.057355983,single,23,cashier,pipe.out,4
14070.419057185,single,23,cashier,resource.serve,4
14070.419057185,single,24,cashier,pipe.out,2
14079.342039692,single,29,cashier,pipe.in,4
14092.336486740,single,30,cashier,pipe.in,4
14100.139845307,single,24,cashier,resource.serve,2
14100.139845307,single,25,cashier,pipe.out,1
14103.664850673,single,31,cashier,pipe.in,1
14110.170135915,single,25,cashier,resource.serve,1
14110.170135915,single,26,cashier,pipe.out,2
14112.222083383,single,32,cashier,pipe.in,3
14149.743690713,single,26,cashier,resource.serve,2
14149.743690713,single,27,cashier,pipe.out,1
14157.505741421,single,33,cashier,pipe.in,3
14164.404960620,single,34,cashier,pipe.in,5
14185.733937182,single,27,cashier,resource.serve,1
14185.733937182,single,28,cashier,pipe.out,2
14185.776240842,single,35,cashier,pipe.in,3
14216.944382950,single,36,cashier,pipe.in,2
14237.433619080,single,37,cashier,pipe.in,1
14238.916531782,single,28,cashier,resource.serve,2
14238.916531782,single,29,cashier,pipe.out,4
14245.709455749,single,38,cashier,pipe.in,3
14249.955771005,single,39,cashier,pipe.in,5
14258.952437165,single,29,cashier,resource.serve,4
14258.952437165,single,30,cashier,pipe.out,4
14266.342285116,single,40,cashier,pipe.in,1
14266.847192287,single,41,cashier,pipe.in,1
14267.263875455,single,42,cashier,pipe.in,2
14268.483125214,single,43,cashier,pipe.in,1
14286.152717641,single,30,cashier,resource.serve,4
14286.152717641,single,31,cashier,pipe.out,1
14324.237273525,single,31,cashier,resource.serve,1
14324.237273525,single,32,cashier,pipe.out,3
14357.573365606,single,44,cashier,pipe.in,5
14359.977074470,single,32,cashier,resource.serve,3
14359.977074470,single,33,cashier,pipe.out,3
14369.615403367,single,33,cashier,resource.serve,3
14369.615403367,single,34,cashier,pipe.out,5
14386.290423847,single,45,cashier,pipe.in,1
14397.429704473,single,46,cashier,pipe.in,4
14405.306718746,mom,83,cashier,pipe.in,20
14415.336868575,single,34,cashier,resource.serve,5
14415.336868575,single,35,cashier,pipe.out,3
14434.896110713,single,35,cashier,resource.serve,3
14434.896110713,single,36,cashier,pipe.out,2
14436.705079699,single,47,cashier,pipe.in,3
14471.159983859,single,36,cashier,resource.serve,2
14471.159983859,single,37,cashier,pipe.out,1
14471.928669764,single,37,cashier,resource.serve,1
14471.928669764,single,38,cashier,pipe.out,3
14486.390470761,single,38,cashier,resource.serve,3
14486.390470761,single,39,cashier,pipe.out,5
14557.621426597,single,39,cashier,resource.serve,5
14557.621426597,single,40,cashier,pipe.out,1
14564.030785291,single,40,cashier,resource.serve,1
14564.030785291,single,41,cashier,pipe.out,1
14580.873449642,single,41,cashier,resource.serve,1
14580.873449642,single,42,cashier,pipe.out,2
14592.632353518,single,42,cashier,resource.serve,2
14592.632353518,single,43,cashier,pipe.out,1
14629.642355160,single,43,cashier,resource.serve,1
14629.642355160,single,44,cashier,pipe.out,5
14641.980204918,single,44,cashier,resource.serve,5
14641.980204918,single,45,cashier,pipe.out,1
14712.354265669,single,45,cashier,resource.serve,1
14712.354265669,single,46,cashier,pipe.out,4
14776.250875656,single,46,cashier,resource.serve,4
14776.250875656,mom,83,cashier,pipe.out,20
14833.994298247,mom,83,cashier,resource.serve,20
14833.994298247,single,47,cashier,pipe.out,3
14899.608748515,single,47,cashier,resource.serve,3
